"variable" "sex" "age_group" "ht.code" "count_n_" "year" "n_denom" "rate_strat" "aggr_level"
"prevalence" "f" "4-5" 2 172 2020 57832 297.413196846037 "age_group"
"prevalence" "f" "4-5" 3 113 2020 57832 195.393553741873 "age_group"
"prevalence" "f" "4-5" 4 888 2020 57832 1535.48208604233 "age_group"
"prevalence" "f" "6-7" 1 589 2020 57833 1018.44967406152 "age_group"
"prevalence" "f" "6-7" 2 195 2020 57833 337.177735894731 "age_group"
"prevalence" "f" "6-7" 3 97 2020 57833 167.7243096502 "age_group"
"prevalence" "f" "6-7" 4 881 2020 57833 1523.35171960645 "age_group"
"prevalence" "f" "8-9" 1 625 2020 62943 992.961886150962 "age_group"
"prevalence" "f" "8-9" 2 212 2020 62943 336.812671782406 "age_group"
"prevalence" "f" "8-9" 3 98 2020 62943 155.696423748471 "age_group"
"prevalence" "f" "8-9" 4 935 2020 62943 1485.47098168184 "age_group"
"prevalence" "f" "10-11" 1 636 2020 65309 973.832090523511 "age_group"
"prevalence" "f" "10-11" 2 233 2020 65309 356.765530018834 "age_group"
"prevalence" "f" "10-11" 3 113 2020 65309 173.023626146473 "age_group"
"prevalence" "f" "10-11" 4 982 2020 65309 1503.62124668882 "age_group"
"prevalence" "f" "12-13" 1 622 2020 66475 935.690109063558 "age_group"
"prevalence" "f" "12-13" 2 214 2020 66475 321.925535915758 "age_group"
"prevalence" "f" "12-13" 3 110 2020 66475 165.475742760436 "age_group"
"prevalence" "f" "12-13" 4 946 2020 66475 1423.09138773975 "age_group"
"prevalence" "f" "14-15" 1 573 2020 66076 867.183243537744 "age_group"
"prevalence" "f" "14-15" 2 267 2020 66076 404.080150130153 "age_group"
"prevalence" "f" "14-15" 3 121 2020 66076 183.122465040257 "age_group"
"prevalence" "f" "14-15" 4 961 2020 66076 1454.38585870815 "age_group"
"prevalence" "f" "16-17" 1 502 2020 66073 759.765713680323 "age_group"
"prevalence" "f" "16-17" 2 263 2020 66073 398.044587047659 "age_group"
"prevalence" "f" "16-17" 3 106 2020 66073 160.428616832897 "age_group"
"prevalence" "f" "16-17" 4 871 2020 66073 1318.23891756088 "age_group"
"prevalence" "f" "18+" 1 6249 2020 2362905 264.462600062212 "age_group"
"prevalence" "f" "18+" 2 5190 2020 2362905 219.644886273464 "age_group"
"prevalence" "f" "18+" 3 2069 2020 2362905 87.5617089980342 "age_group"
"prevalence" "f" "18+" 4 13508 2020 2362905 571.66919533371 "age_group"
"prevalence" "m" "0-1" 1 366 2020 31880 1148.05520702635 "age_group"
"prevalence" "m" "0-1" 2 105 2020 31880 329.360100376412 "age_group"
"prevalence" "m" "0-1" 3 40 2020 31880 125.470514429109 "age_group"
"prevalence" "m" "0-1" 4 511 2020 31880 1602.88582183187 "age_group"
"prevalence" "m" "2-3" 1 620 2020 64121 966.921913257747 "age_group"
"prevalence" "m" "2-3" 2 225 2020 64121 350.899081424182 "age_group"
"prevalence" "m" "2-3" 3 90 2020 64121 140.359632569673 "age_group"
"prevalence" "m" "2-3" 4 935 2020 64121 1458.1806272516 "age_group"
"prevalence" "m" "4-5" 1 572 2020 60945 938.551152678645 "age_group"
"prevalence" "m" "4-5" 2 224 2020 60945 367.544507342686 "age_group"
"prevalence" "m" "4-5" 3 133 2020 60945 218.22955123472 "age_group"
"prevalence" "m" "4-5" 4 929 2020 60945 1524.32521125605 "age_group"
"prevalence" "m" "6-7" 1 570 2020 61050 933.660933660934 "age_group"
"prevalence" "m" "6-7" 2 239 2020 61050 391.482391482392 "age_group"
"prevalence" "m" "6-7" 3 161 2020 61050 263.718263718264 "age_group"
"prevalence" "m" "6-7" 4 970 2020 61050 1588.86158886159 "age_group"
"prevalence" "m" "8-9" 1 644 2020 65779 979.035862509312 "age_group"
"prevalence" "m" "8-9" 2 242 2020 65779 367.898569452257 "age_group"
"prevalence" "m" "8-9" 3 170 2020 65779 258.441143830098 "age_group"
"prevalence" "m" "8-9" 4 1056 2020 65779 1605.37557579167 "age_group"
"prevalence" "m" "10-11" 1 691 2020 69276 997.459437611871 "age_group"
"prevalence" "m" "10-11" 2 273 2020 69276 394.075870431318 "age_group"
"prevalence" "m" "10-11" 3 130 2020 69276 187.655176395866 "age_group"
"prevalence" "m" "10-11" 4 1094 2020 69276 1579.19048443906 "age_group"
"prevalence" "m" "12-13" 1 517 2020 70049 738.054790218276 "age_group"
"prevalence" "m" "12-13" 2 286 2020 70049 408.285628631387 "age_group"
"prevalence" "m" "12-13" 3 150 2020 70049 214.135819212266 "age_group"
"prevalence" "m" "12-13" 4 953 2020 70049 1360.47623806193 "age_group"
"prevalence" "m" "14-15" 1 486 2020 68912 705.247271882981 "age_group"
"prevalence" "m" "14-15" 2 295 2020 68912 428.082191780822 "age_group"
"prevalence" "m" "14-15" 3 143 2020 68912 207.511028558161 "age_group"
"prevalence" "m" "14-15" 4 924 2020 68912 1340.84049222196 "age_group"
"prevalence" "m" "16-17" 1 468 2020 69476 673.613909839369 "age_group"
"prevalence" "m" "16-17" 2 320 2020 69476 460.590707582475 "age_group"
"prevalence" "m" "16-17" 3 152 2020 69476 218.780586101675 "age_group"
"prevalence" "m" "16-17" 4 940 2020 69476 1352.98520352352 "age_group"
"prevalence" "m" "18+" 1 5308 2020 2303691 230.412846167303 "age_group"
"prevalence" "m" "18+" 2 6007 2020 2303691 260.755457220608 "age_group"
"prevalence" "m" "18+" 3 2040 2020 2303691 88.5535429881872 "age_group"
"prevalence" "m" "18+" 4 13355 2020 2303691 579.721846376098 "age_group"
"incidence" "f" "0-1" 1 341 2020 30036 1135.30430150486 "age_group"
"incidence" "f" "0-1" 2 59 2020 30036 196.430949527234 "age_group"
"incidence" "f" "0-1" 3 41 2020 30036 136.50286323079 "age_group"
"incidence" "f" "0-1" 4 441 2020 30036 1468.23811426288 "age_group"
"incidence" "f" "2-3" 1 31 2020 60604 51.1517391591314 "age_group"
"incidence" "f" "2-3" 2 18 2020 60604 29.7010098343344 "age_group"
"incidence" "f" "2-3" 3 NA 2020 60604 NA "age_group"
"incidence" "f" "2-3" 4 50 2020 60604 82.5028050953732 "age_group"
"incidence" "f" "4-5" 1 NA 2020 57832 NA "age_group"
"incidence" "f" "4-5" 2 NA 2020 57832 NA "age_group"
"incidence" "f" "4-5" 3 NA 2020 57832 NA "age_group"
"incidence" "f" "4-5" 4 NA 2020 57832 NA "age_group"
"incidence" "f" "6-7" 1 NA 2020 57833 NA "age_group"
"incidence" "f" "6-7" 2 12 2020 57833 20.7493991319835 "age_group"
"incidence" "f" "6-7" 3 NA 2020 57833 NA "age_group"
"incidence" "f" "6-7" 4 20 2020 57833 34.5823318866391 "age_group"
"incidence" "f" "8-9" 1 NA 2020 62943 NA "age_group"
"incidence" "f" "8-9" 2 NA 2020 62943 NA "age_group"
"incidence" "f" "8-9" 3 NA 2020 62943 NA "age_group"
"incidence" "f" "8-9" 4 12 2020 62943 19.0648682140985 "age_group"
"incidence" "f" "10-11" 1 NA 2020 65309 NA "age_group"
"incidence" "f" "10-11" 2 NA 2020 65309 NA "age_group"
"incidence" "f" "10-11" 3 NA 2020 65309 NA "age_group"
"incidence" "f" "10-11" 4 13 2020 65309 19.9053729195057 "age_group"
"incidence" "f" "12-13" 1 NA 2020 66475 NA "age_group"
"incidence" "f" "12-13" 2 18 2020 66475 27.0778488153441 "age_group"
"incidence" "f" "12-13" 3 NA 2020 66475 NA "age_group"
"incidence" "f" "12-13" 4 25 2020 66475 37.6081233546446 "age_group"
"incidence" "f" "14-15" 1 NA 2020 66076 NA "age_group"
"incidence" "f" "14-15" 2 12 2020 66076 18.1609056238271 "age_group"
"incidence" "f" "14-15" 3 NA 2020 66076 NA "age_group"
"incidence" "f" "14-15" 4 14 2020 66076 21.1877232277983 "age_group"
"incidence" "f" "16-17" 1 NA 2020 66073 NA "age_group"
"incidence" "f" "16-17" 2 NA 2020 66073 NA "age_group"
"incidence" "f" "16-17" 3 NA 2020 66073 NA "age_group"
"incidence" "f" "16-17" 4 NA 2020 66073 NA "age_group"
"incidence" "f" "18+" 1 55 2020 2362905 2.32764330347602 "age_group"
"incidence" "f" "18+" 2 61 2020 2362905 2.58156802749158 "age_group"
"incidence" "f" "18+" 3 11 2020 2362905 0.465528660695204 "age_group"
"incidence" "f" "18+" 4 127 2020 2362905 5.37473999166281 "age_group"
"incidence" "m" "0-1" 1 315 2020 31880 988.080301129235 "age_group"
"incidence" "m" "0-1" 2 70 2020 31880 219.573400250941 "age_group"
"incidence" "m" "0-1" 3 39 2020 31880 122.333751568381 "age_group"
"incidence" "m" "0-1" 4 424 2020 31880 1329.98745294856 "age_group"
"incidence" "m" "2-3" 1 16 2020 64121 24.9528235679419 "age_group"
"incidence" "m" "2-3" 2 13 2020 64121 20.2741691489528 "age_group"
"incidence" "m" "2-3" 3 NA 2020 64121 NA "age_group"
"incidence" "m" "2-3" 4 31 2020 64121 48.3460956628874 "age_group"
"incidence" "m" "4-5" 1 15 2020 60945 24.612355402412 "age_group"
"incidence" "m" "4-5" 2 13 2020 60945 21.3307080154237 "age_group"
"incidence" "m" "4-5" 3 NA 2020 60945 NA "age_group"
"incidence" "m" "4-5" 4 30 2020 60945 49.224710804824 "age_group"
"incidence" "m" "6-7" 1 NA 2020 61050 NA "age_group"
"incidence" "m" "6-7" 2 NA 2020 61050 NA "age_group"
"incidence" "m" "6-7" 3 NA 2020 61050 NA "age_group"
"incidence" "m" "6-7" 4 10 2020 61050 16.3800163800164 "age_group"
"incidence" "m" "8-9" 1 NA 2020 65779 NA "age_group"
"incidence" "m" "8-9" 2 10 2020 65779 15.2024202252999 "age_group"
"incidence" "m" "8-9" 3 NA 2020 65779 NA "age_group"
"incidence" "m" "8-9" 4 15 2020 65779 22.8036303379498 "age_group"
"incidence" "m" "10-11" 1 NA 2020 69276 NA "age_group"
"incidence" "m" "10-11" 2 NA 2020 69276 NA "age_group"
"incidence" "m" "10-11" 3 NA 2020 69276 NA "age_group"
"incidence" "m" "10-11" 4 NA 2020 69276 NA "age_group"
"incidence" "m" "12-13" 1 NA 2020 70049 NA "age_group"
"incidence" "m" "12-13" 2 NA 2020 70049 NA "age_group"
"incidence" "m" "12-13" 3 NA 2020 70049 NA "age_group"
"incidence" "m" "12-13" 4 15 2020 70049 21.4135819212266 "age_group"
"incidence" "m" "14-15" 1 NA 2020 68912 NA "age_group"
"incidence" "m" "14-15" 2 NA 2020 68912 NA "age_group"
"incidence" "m" "14-15" 3 NA 2020 68912 NA "age_group"
"incidence" "m" "14-15" 4 14 2020 68912 20.3157650336661 "age_group"
"incidence" "m" "16-17" 1 NA 2020 69476 NA "age_group"
"incidence" "m" "16-17" 2 17 2020 69476 24.468881340319 "age_group"
"incidence" "m" "16-17" 3 NA 2020 69476 NA "age_group"
"incidence" "m" "16-17" 4 19 2020 69476 27.3475732627094 "age_group"
"incidence" "m" "18+" 1 48 2020 2303691 2.08361277619264 "age_group"
"incidence" "m" "18+" 2 86 2020 2303691 3.73313955734515 "age_group"
"incidence" "m" "18+" 3 NA 2020 2303691 NA "age_group"
"incidence" "m" "18+" 4 136 2020 2303691 5.90356953254581 "age_group"
"prevalence" "f" "0-1" 1 292 2021 29839 978.585073226315 "age_group"
"prevalence" "f" "0-1" 2 60 2021 29839 201.079124635544 "age_group"
"prevalence" "f" "0-1" 3 26 2021 29839 87.1342873420691 "age_group"
"prevalence" "f" "0-1" 4 378 2021 29839 1266.79848520393 "age_group"
"prevalence" "f" "2-3" 1 662 2021 60395 1096.11722824737 "age_group"
"prevalence" "f" "2-3" 2 187 2021 60395 309.628280486795 "age_group"
"prevalence" "f" "2-3" 3 77 2021 60395 127.493997847504 "age_group"
"prevalence" "f" "2-3" 4 926 2021 60395 1533.23950658167 "age_group"
"prevalence" "f" "4-5" 1 649 2021 59540 1090.0235136043 "age_group"
"prevalence" "f" "4-5" 2 167 2021 59540 280.483708431307 "age_group"
"prevalence" "f" "4-5" 3 98 2021 59540 164.595230097413 "age_group"
"prevalence" "f" "4-5" 4 914 2021 59540 1535.10245213302 "age_group"
"prevalence" "f" "6-7" 1 574 2021 57281 1002.07747769767 "age_group"
"prevalence" "f" "6-7" 2 183 2021 57281 319.477662750301 "age_group"
"prevalence" "f" "6-7" 3 95 2021 57281 165.849059897697 "age_group"
"prevalence" "f" "6-7" 4 852 2021 57281 1487.40420034566 "age_group"
"prevalence" "f" "8-9" 1 603 2021 59990 1005.16752792132 "age_group"
"prevalence" "f" "8-9" 2 220 2021 59990 366.727787964661 "age_group"
"prevalence" "f" "8-9" 3 97 2021 59990 161.6936156026 "age_group"
"prevalence" "f" "8-9" 4 920 2021 59990 1533.58893148858 "age_group"
"prevalence" "f" "10-11" 1 655 2021 64735 1011.81740943848 "age_group"
"prevalence" "f" "10-11" 2 228 2021 64735 352.205144048814 "age_group"
"prevalence" "f" "10-11" 3 113 2021 64735 174.557812620684 "age_group"
"prevalence" "f" "10-11" 4 996 2021 64735 1538.58036610798 "age_group"
"prevalence" "f" "12-13" 1 630 2021 66501 947.354175125186 "age_group"
"prevalence" "f" "12-13" 2 244 2021 66501 366.911775762771 "age_group"
"prevalence" "f" "12-13" 3 114 2021 66501 171.425993594081 "age_group"
"prevalence" "f" "12-13" 4 988 2021 66501 1485.69194448204 "age_group"
"prevalence" "f" "14-15" 1 605 2021 66732 906.611520709705 "age_group"
"prevalence" "f" "14-15" 2 258 2021 66732 386.621111310915 "age_group"
"prevalence" "f" "14-15" 3 109 2021 66732 163.339926871666 "age_group"
"prevalence" "f" "14-15" 4 972 2021 66732 1456.57255889229 "age_group"
"prevalence" "f" "16-17" 1 550 2021 66645 825.268212168955 "age_group"
"prevalence" "f" "16-17" 2 287 2021 66645 430.639957986346 "age_group"
"prevalence" "f" "16-17" 3 122 2021 66645 183.059494335659 "age_group"
"prevalence" "f" "16-17" 4 959 2021 66645 1438.96766449096 "age_group"
"prevalence" "f" "18+" 1 6673 2021 2373710 281.121114205189 "age_group"
"prevalence" "f" "18+" 2 5562 2021 2373710 234.316744673949 "age_group"
"prevalence" "f" "18+" 3 2155 2021 2373710 90.7861533211723 "age_group"
"prevalence" "f" "18+" 4 14390 2021 2373710 606.224012200311 "age_group"
"prevalence" "m" "0-1" 1 277 2021 31712 873.486377396569 "age_group"
"prevalence" "m" "0-1" 2 66 2021 31712 208.123107971746 "age_group"
"prevalence" "m" "0-1" 3 34 2021 31712 107.214934409687 "age_group"
"prevalence" "m" "0-1" 4 377 2021 31712 1188.824419778 "age_group"
"prevalence" "m" "2-3" 1 699 2021 63736 1096.71143466801 "age_group"
"prevalence" "m" "2-3" 2 215 2021 63736 337.32898205096 "age_group"
"prevalence" "m" "2-3" 3 87 2021 63736 136.500564829923 "age_group"
"prevalence" "m" "2-3" 4 1001 2021 63736 1570.54098154889 "age_group"
"prevalence" "m" "4-5" 1 614 2021 63016 974.35571918243 "age_group"
"prevalence" "m" "4-5" 2 258 2021 63016 409.419829884474 "age_group"
"prevalence" "m" "4-5" 3 112 2021 63016 177.732639329694 "age_group"
"prevalence" "m" "4-5" 4 984 2021 63016 1561.5081883966 "age_group"
"prevalence" "m" "6-7" 1 559 2021 60278 927.369853014367 "age_group"
"prevalence" "m" "6-7" 2 225 2021 60278 373.27051328843 "age_group"
"prevalence" "m" "6-7" 3 151 2021 60278 250.505988918013 "age_group"
"prevalence" "m" "6-7" 4 935 2021 60278 1551.14635522081 "age_group"
"prevalence" "m" "8-9" 1 612 2021 62925 972.586412395709 "age_group"
"prevalence" "m" "8-9" 2 275 2021 62925 437.028208184346 "age_group"
"prevalence" "m" "8-9" 3 166 2021 62925 263.806118394915 "age_group"
"prevalence" "m" "8-9" 4 1053 2021 62925 1673.42073897497 "age_group"
"prevalence" "m" "10-11" 1 683 2021 68362 999.093063397794 "age_group"
"prevalence" "m" "10-11" 2 252 2021 68362 368.625844767561 "age_group"
"prevalence" "m" "10-11" 3 154 2021 68362 225.271349580176 "age_group"
"prevalence" "m" "10-11" 4 1089 2021 68362 1592.99025774553 "age_group"
"prevalence" "m" "12-13" 1 625 2021 70256 889.603734912321 "age_group"
"prevalence" "m" "12-13" 2 276 2021 70256 392.849009337281 "age_group"
"prevalence" "m" "12-13" 3 133 2021 70256 189.307674789342 "age_group"
"prevalence" "m" "12-13" 4 1034 2021 70256 1471.76041903894 "age_group"
"prevalence" "m" "14-15" 1 498 2021 69884 712.609467116937 "age_group"
"prevalence" "m" "14-15" 2 310 2021 69884 443.592238566768 "age_group"
"prevalence" "m" "14-15" 3 163 2021 69884 233.243660923817 "age_group"
"prevalence" "m" "14-15" 4 971 2021 69884 1389.44536660752 "age_group"
"prevalence" "m" "16-17" 1 484 2021 69691 694.494267552482 "age_group"
"prevalence" "m" "16-17" 2 321 2021 69691 460.604669182534 "age_group"
"prevalence" "m" "16-17" 3 148 2021 69691 212.366015697866 "age_group"
"prevalence" "m" "16-17" 4 953 2021 69691 1367.46495243288 "age_group"
"prevalence" "m" "18+" 1 5753 2021 2313589 248.661279077658 "age_group"
"prevalence" "m" "18+" 2 6634 2021 2313589 286.740644081555 "age_group"
"prevalence" "m" "18+" 3 2122 2021 2313589 91.7189699639824 "age_group"
"prevalence" "m" "18+" 4 14509 2021 2313589 627.120893123195 "age_group"
"incidence" "f" "0-1" 1 339 2021 29839 1136.09705419082 "age_group"
"incidence" "f" "0-1" 2 63 2021 29839 211.133080867321 "age_group"
"incidence" "f" "0-1" 3 29 2021 29839 97.1882435738463 "age_group"
"incidence" "f" "0-1" 4 431 2021 29839 1444.41837863199 "age_group"
"incidence" "f" "2-3" 1 21 2021 60395 34.7710903220465 "age_group"
"incidence" "f" "2-3" 2 14 2021 60395 23.1807268813644 "age_group"
"incidence" "f" "2-3" 3 NA 2021 60395 NA "age_group"
"incidence" "f" "2-3" 4 36 2021 60395 59.6075834092226 "age_group"
"incidence" "f" "4-5" 1 13 2021 59540 21.8340611353712 "age_group"
"incidence" "f" "4-5" 2 10 2021 59540 16.7954316425932 "age_group"
"incidence" "f" "4-5" 3 NA 2021 59540 NA "age_group"
"incidence" "f" "4-5" 4 23 2021 59540 38.6294927779644 "age_group"
"incidence" "f" "6-7" 1 NA 2021 57281 NA "age_group"
"incidence" "f" "6-7" 2 NA 2021 57281 NA "age_group"
"incidence" "f" "6-7" 3 NA 2021 57281 NA "age_group"
"incidence" "f" "6-7" 4 NA 2021 57281 NA "age_group"
"incidence" "f" "8-9" 1 NA 2021 59990 NA "age_group"
"incidence" "f" "8-9" 2 NA 2021 59990 NA "age_group"
"incidence" "f" "8-9" 3 NA 2021 59990 NA "age_group"
"incidence" "f" "8-9" 4 NA 2021 59990 NA "age_group"
"incidence" "f" "10-11" 1 NA 2021 64735 NA "age_group"
"incidence" "f" "10-11" 2 10 2021 64735 15.4475940372287 "age_group"
"incidence" "f" "10-11" 3 NA 2021 64735 NA "age_group"
"incidence" "f" "10-11" 4 15 2021 64735 23.1713910558431 "age_group"
"incidence" "f" "12-13" 1 NA 2021 66501 NA "age_group"
"incidence" "f" "12-13" 2 NA 2021 66501 NA "age_group"
"incidence" "f" "12-13" 3 NA 2021 66501 NA "age_group"
"incidence" "f" "12-13" 4 13 2021 66501 19.5485782168689 "age_group"
"incidence" "f" "14-15" 1 NA 2021 66732 NA "age_group"
"incidence" "f" "14-15" 2 11 2021 66732 16.4838458310855 "age_group"
"incidence" "f" "14-15" 3 NA 2021 66732 NA "age_group"
"incidence" "f" "14-15" 4 13 2021 66732 19.4809087094647 "age_group"
"incidence" "f" "16-17" 1 NA 2021 66645 NA "age_group"
"incidence" "f" "16-17" 2 NA 2021 66645 NA "age_group"
"incidence" "f" "16-17" 3 NA 2021 66645 NA "age_group"
"incidence" "f" "16-17" 4 NA 2021 66645 NA "age_group"
"incidence" "f" "18+" 1 66 2021 2373710 2.78045759591526 "age_group"
"incidence" "f" "18+" 2 56 2021 2373710 2.3591761419887 "age_group"
"incidence" "f" "18+" 3 NA 2021 2373710 NA "age_group"
"incidence" "f" "18+" 4 127 2021 2373710 5.35027446486723 "age_group"
"incidence" "m" "0-1" 1 322 2021 31712 1015.38849646821 "age_group"
"incidence" "m" "0-1" 2 84 2021 31712 264.883955600404 "age_group"
"incidence" "m" "0-1" 3 43 2021 31712 135.595358224016 "age_group"
"incidence" "m" "0-1" 4 449 2021 31712 1415.86781029263 "age_group"
"incidence" "m" "2-3" 1 13 2021 63736 20.3966361240116 "age_group"
"incidence" "m" "2-3" 2 21 2021 63736 32.9484122003263 "age_group"
"incidence" "m" "2-3" 3 NA 2021 63736 NA "age_group"
"incidence" "m" "2-3" 4 34 2021 63736 53.3450483243379 "age_group"
"incidence" "m" "4-5" 1 NA 2021 63016 NA "age_group"
"incidence" "m" "4-5" 2 14 2021 63016 22.2165799162118 "age_group"
"incidence" "m" "4-5" 3 NA 2021 63016 NA "age_group"
"incidence" "m" "4-5" 4 21 2021 63016 33.3248698743176 "age_group"
"incidence" "m" "6-7" 1 NA 2021 60278 NA "age_group"
"incidence" "m" "6-7" 2 NA 2021 60278 NA "age_group"
"incidence" "m" "6-7" 3 NA 2021 60278 NA "age_group"
"incidence" "m" "6-7" 4 11 2021 60278 18.2487806496566 "age_group"
"incidence" "m" "8-9" 1 NA 2021 62925 NA "age_group"
"incidence" "m" "8-9" 2 NA 2021 62925 NA "age_group"
"incidence" "m" "8-9" 3 NA 2021 62925 NA "age_group"
"incidence" "m" "8-9" 4 10 2021 62925 15.8919348430671 "age_group"
"incidence" "m" "10-11" 1 NA 2021 68362 NA "age_group"
"incidence" "m" "10-11" 2 10 2021 68362 14.6280097129984 "age_group"
"incidence" "m" "10-11" 3 NA 2021 68362 NA "age_group"
"incidence" "m" "10-11" 4 13 2021 68362 19.016412626898 "age_group"
"incidence" "m" "12-13" 1 NA 2021 70256 NA "age_group"
"incidence" "m" "12-13" 2 NA 2021 70256 NA "age_group"
"incidence" "m" "12-13" 3 NA 2021 70256 NA "age_group"
"incidence" "m" "12-13" 4 11 2021 70256 15.6570257344568 "age_group"
"incidence" "m" "14-15" 1 NA 2021 69884 NA "age_group"
"incidence" "m" "14-15" 2 15 2021 69884 21.4641405758113 "age_group"
"incidence" "m" "14-15" 3 NA 2021 69884 NA "age_group"
"incidence" "m" "14-15" 4 18 2021 69884 25.7569686909736 "age_group"
"incidence" "m" "16-17" 1 NA 2021 69691 NA "age_group"
"incidence" "m" "16-17" 2 NA 2021 69691 NA "age_group"
"incidence" "m" "16-17" 3 NA 2021 69691 NA "age_group"
"incidence" "m" "16-17" 4 NA 2021 69691 NA "age_group"
"incidence" "m" "18+" 1 39 2021 2313589 1.68569266192051 "age_group"
"incidence" "m" "18+" 2 88 2021 2313589 3.80361421151293 "age_group"
"incidence" "m" "18+" 3 NA 2021 2313589 NA "age_group"
"incidence" "m" "18+" 4 134 2021 2313589 5.79186709480379 "age_group"
"prevalence" "f" "0-1" 1 302 2022 29990 1007.00233411137 "age_group"
"prevalence" "f" "0-1" 2 46 2022 29990 153.384461487162 "age_group"
"prevalence" "f" "0-1" 3 36 2022 29990 120.040013337779 "age_group"
"prevalence" "f" "0-1" 4 384 2022 29990 1280.42680893631 "age_group"
"prevalence" "f" "2-3" 1 659 2022 60176 1095.12097846317 "age_group"
"prevalence" "f" "2-3" 2 155 2022 60176 257.577771869184 "age_group"
"prevalence" "f" "2-3" 3 66 2022 60176 109.678277053975 "age_group"
"prevalence" "f" "2-3" 4 880 2022 60176 1462.37702738633 "age_group"
"prevalence" "f" "4-5" 1 660 2022 60842 1084.77696328194 "age_group"
"prevalence" "f" "4-5" 2 207 2022 60842 340.225502120246 "age_group"
"prevalence" "f" "4-5" 3 78 2022 60842 128.200913842411 "age_group"
"prevalence" "f" "4-5" 4 945 2022 60842 1553.2033792446 "age_group"
"prevalence" "f" "6-7" 1 610 2022 57883 1053.8500077743 "age_group"
"prevalence" "f" "6-7" 2 183 2022 57883 316.155002332291 "age_group"
"prevalence" "f" "6-7" 3 115 2022 57883 198.67664080991 "age_group"
"prevalence" "f" "6-7" 4 908 2022 57883 1568.6816509165 "age_group"
"prevalence" "f" "8-9" 1 597 2022 58209 1025.61459568108 "age_group"
"prevalence" "f" "8-9" 2 212 2022 58209 364.204848047553 "age_group"
"prevalence" "f" "8-9" 3 100 2022 58209 171.794739645072 "age_group"
"prevalence" "f" "8-9" 4 909 2022 58209 1561.61418337371 "age_group"
"prevalence" "f" "10-11" 1 630 2022 63153 997.577312241699 "age_group"
"prevalence" "f" "10-11" 2 226 2022 63153 357.86106756607 "age_group"
"prevalence" "f" "10-11" 3 99 2022 63153 156.762149066553 "age_group"
"prevalence" "f" "10-11" 4 955 2022 63153 1512.20052887432 "age_group"
"prevalence" "f" "12-13" 1 646 2022 65754 982.449736898135 "age_group"
"prevalence" "f" "12-13" 2 254 2022 65754 386.288286644159 "age_group"
"prevalence" "f" "12-13" 3 115 2022 65754 174.894303008182 "age_group"
"prevalence" "f" "12-13" 4 1015 2022 65754 1543.63232655048 "age_group"
"prevalence" "f" "14-15" 1 632 2022 66817 945.867069757696 "age_group"
"prevalence" "f" "14-15" 2 241 2022 66817 360.686651600641 "age_group"
"prevalence" "f" "14-15" 3 113 2022 66817 169.1186374725 "age_group"
"prevalence" "f" "14-15" 4 986 2022 66817 1475.67235883084 "age_group"
"prevalence" "f" "16-17" 1 583 2022 67094 868.930157689212 "age_group"
"prevalence" "f" "16-17" 2 285 2022 67094 424.777178287179 "age_group"
"prevalence" "f" "16-17" 3 122 2022 67094 181.834441231705 "age_group"
"prevalence" "f" "16-17" 4 990 2022 67094 1475.5417772081 "age_group"
"prevalence" "f" "18+" 1 7146 2022 2389682 299.035603900435 "age_group"
"prevalence" "f" "18+" 2 5928 2022 2389682 248.066479138228 "age_group"
"prevalence" "f" "18+" 3 2229 2022 2389682 93.2760091091618 "age_group"
"prevalence" "f" "18+" 4 15303 2022 2389682 640.378092147826 "age_group"
"prevalence" "m" "0-1" 1 301 2022 31406 958.415589377826 "age_group"
"prevalence" "m" "0-1" 2 70 2022 31406 222.887346366936 "age_group"
"prevalence" "m" "0-1" 3 47 2022 31406 149.652932560657 "age_group"
"prevalence" "m" "0-1" 4 418 2022 31406 1330.95586830542 "age_group"
"prevalence" "m" "2-3" 1 668 2022 63822 1046.6610259785 "age_group"
"prevalence" "m" "2-3" 2 190 2022 63822 297.702986431011 "age_group"
"prevalence" "m" "2-3" 3 78 2022 63822 122.214910219047 "age_group"
"prevalence" "m" "2-3" 4 936 2022 63822 1466.57892262856 "age_group"
"prevalence" "m" "4-5" 1 655 2022 64349 1017.88683584826 "age_group"
"prevalence" "m" "4-5" 2 258 2022 64349 400.938631524965 "age_group"
"prevalence" "m" "4-5" 3 94 2022 64349 146.078416137003 "age_group"
"prevalence" "m" "4-5" 4 1007 2022 64349 1564.90388351023 "age_group"
"prevalence" "m" "6-7" 1 590 2022 61035 966.658474645695 "age_group"
"prevalence" "m" "6-7" 2 247 2022 61035 404.68583599574 "age_group"
"prevalence" "m" "6-7" 3 135 2022 61035 221.18456623249 "age_group"
"prevalence" "m" "6-7" 4 972 2022 61035 1592.52887687392 "age_group"
"prevalence" "m" "8-9" 1 578 2022 61445 940.678655708357 "age_group"
"prevalence" "m" "8-9" 2 257 2022 61445 418.260232728456 "age_group"
"prevalence" "m" "8-9" 3 165 2022 61445 268.532834242005 "age_group"
"prevalence" "m" "8-9" 4 1000 2022 61445 1627.47172267882 "age_group"
"prevalence" "m" "10-11" 1 653 2022 65937 990.339263236119 "age_group"
"prevalence" "m" "10-11" 2 259 2022 65937 392.799187102841 "age_group"
"prevalence" "m" "10-11" 3 170 2022 65937 257.821860260552 "age_group"
"prevalence" "m" "10-11" 4 1082 2022 65937 1640.96031059951 "age_group"
